university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,20-Dec-21,,REBECCA_ABBOTT,F,31-Jan-28,,,CAMPO_MEDINA,BRIGGSCOLLEEN@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,20-Sep-20,,JAMIE_HARRELL,F,18-Sep-67,,,VILLA_ADELINA,JDALTON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,20-Nov-21,,JAMIE_KIM,M,10-Oct-15,,,CIUDAD_EVITA,RAMOSALISON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,21-Jan-20,,EMILY_LEE,F,22-Oct-07,,,ABDON_CASTRO_TOLAY,EGARRISON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,20-Oct-20,,MEGHAN_DAY,F,19-Jan-22,,,BARRIO_BELGRANO_ORTIZ,EDWARDSPATRICIA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,20-Oct-19,,AMANDA_MATA,F,24-Sep-15,,,COLPES,MICHAELBERG@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,21-Jan-20,,MICHAEL_JACKSON,M,07-May-17,,,SAN_JOSE,YSANDOVAL@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,21-Jan-21,,RODNEY_SULLIVAN,M,04-May-37,,,SAN_GENARO_NORTE,KATHLEENCARTER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,20-Dec-19,,WILLIE_GARCIA,M,15-Mar-21,,,AGUADA_CECILIO,VIRGINIA06@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,21-Jan-20,,JEFFREY_BEARD,M,10-Jan-04,,,CAMPO_PEÑA_LOPEZ,WILLIAMSCOLIN@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,20-Sep-21,,BRUCE_JOHNSON,M,29-Oct-90,,,COLONIA_MENDEZ_BAR,SARA46@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,20-Sep-20,,ASHLEY_ALLEN,F,11-Jan-44,,,COLONIA_DELFINO,JUSTIN19@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,20-Sep-21,,DAVID_GREENE,M,24-Jul-83,,,ISLA_LOS_LAURELES,CHRISTINEBEARD@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,21-Jan-21,,PAMELA_PRICE,F,03-May-66,,,BAHIA_LAPATAIA,JOHN58@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,20-Oct-19,,JOSHUA_BENSON,M,15-Jun-61,,,AGUA_BLANCA,GRANTCHRISTINA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,20-Nov-21,,RYAN_LOPEZ,M,04-Oct-20,,,EL_JAGUEL,USIMMONS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,21-Jan-20,,MICHAEL_DAWSON,M,24-Jul-70,,,ANTELO,LHICKS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,20-Nov-21,,KIMBERLY_MARSH,F,12-Jan-17,,,BOULOGNE,THOMAS63@HOTMAIL.COM
