university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,12/Dec/20,,jason_mahoney,m,14/Jul/41,,6315,,denise97@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,27/Oct/20,,ashley_allen,f,11/Jan/19,,5444,,xclark@hotmail.com
universidad_nacional_de_tres_de_febrero,arquitectura,23/Oct/20,,crystal_robles,f,19/Dec/17,,8134,,burkedaniel@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,08/Sep/20,,diana_freeman,f,25/Feb/10,,6365,,derek88@yahoo.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,25/Oct/20,,nicholas_vega,m,09/Jan/47,,4616,,rhonda86@hotmail.com
universidad_nacional_de_tres_de_febrero,diseño_industrial,20/Sep/20,,joshua_hill,m,15/Jan/19,,7249,,kbarajas@gmail.com
universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,22/Nov/20,,william_williams,m,19/Jul/81,,3201,,aaron00@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,25/Jan/21,,gary_edwards,m,25/Oct/51,,8319,,baileychris@gmail.com
universidad_nacional_de_tres_de_febrero,bioquímica,19/Jan/21,,jennifer_lee,f,15/Nov/46,,5360,,jamiewilliams@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,11/Oct/20,,david_white,m,22/Oct/17,,1706,,shortdebra@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,29/Oct/20,,joseph_smith,m,02/May/48,,6309,,kayleelewis@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,20/Oct/20,,michael_barker,m,30/Nov/31,,3122,,bryan82@yahoo.com
universidad_nacional_de_tres_de_febrero,bioquímica,01/Sep/20,,laurie_patterson,f,23/Jul/83,,3023,,montgomerydaniel@yahoo.com
universidad_nacional_de_tres_de_febrero,bioquímica,08/Oct/20,,matthew_campbell,m,28/Jun/41,,6380,,sullivanamber@gmail.com
universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,14/Nov/20,,thomas_colon,m,26/Jun/92,,1875,,misty40@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,27/Jan/21,,erin_chaney,f,17/Sep/23,,5327,,hcole@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,08/Oct/20,,luis_adams,m,24/Sep/52,,3318,,jessicawells@yahoo.com
universidad_nacional_de_tres_de_febrero,contador_público_,29/Dec/20,,chelsea_thomas,f,26/Apr/78,,6409,,gkane@gmail.com
universidad_nacional_de_tres_de_febrero,agronomía,09/Dec/20,,jessica_bailey,f,07/May/20,,5473,,donaldruiz@hotmail.com
universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,16/Sep/20,,jessica_porter,f,05/Sep/12,,1895,,vaguilar@hotmail.com
universidad_nacional_de_tres_de_febrero,bioquímica,04/Oct/20,,kiara_burke,f,09/Jul/33,,9053,,roberthenry@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,06/Dec/20,,dawn_dixon,f,12/Dec/55,,1846,,tina37@yahoo.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,27/Jan/21,,alexis_kerr,f,03/Mar/90,,6537,,banderson@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,26/Nov/20,,raymond_sanchez,m,23/Nov/10,,6228,,nthompson@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,03/Jan/21,,andrea_harrison,f,15/Mar/11,,2170,,judithmiller@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,11/Dec/20,,michael_ewing,m,23/Sep/78,,5634,,qware@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,06/Dec/20,,kristina_franklin,f,04/Mar/27,,3541,,andrewtaylor@yahoo.com
universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,21/Sep/20,,bridget_hampton,f,20/Feb/46,,1876,,gregory00@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,30/Sep/20,,cody_vaughn,m,20/Jan/13,,1631,,nichole69@gmail.com
universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,28/Jan/21,,amber_davis,f,02/Oct/52,,3272,,nathan55@gmail.com
universidad_nacional_de_tres_de_febrero,medicina,28/Sep/20,,edward_stanley,m,21/Sep/23,,1838,,breannarush@hotmail.com
universidad_nacional_de_tres_de_febrero,medicina,06/Oct/20,,richard_miller,m,19/Oct/80,,5321,,hmoses@yahoo.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,28/Jan/21,,daniel_miller,m,18/Nov/99,,6071,,gary63@yahoo.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,28/Nov/20,,david_martin,m,19/Oct/41,,9003,,dianacampbell@gmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,09/Oct/20,,todd_jones,m,06/May/29,,6559,,vmejia@hotmail.com
universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,07/Nov/20,,angela_horton,f,09/Jun/03,,5461,,fredmartinez@gmail.com
universidad_nacional_de_tres_de_febrero,medicina,26/Dec/20,,joseph_fowler,m,08/Mar/82,,3569,,hsnyder@gmail.com
